stationId,stationName,parkingQRBikeCnt,parkingELECBikeCnt,stationLatitude,stationLongitude,parking_total,gu,dong
ST-742,2202.청계산입구역 1번출구,6,1,37.44893646,127.05437469,7,서초구,양재2동
ST-925,2203. 청계산입구역 2번출구,13,2,37.44765854,127.05501556,15,서초구,양재2동
ST-743,2205. 내곡3단지 어린이공원 앞,0,1,37.45375061,127.05937958,1,서초구,안골
ST-744,2206. 언남초등학교 앞,1,1,37.45435715,127.06210327,2,서초구,안골
ST-926,2207. 내곡파출소 뒤 정자,0,1,37.45440674,127.06492615,1,안골,내곡동
ST-745,2210. 반포1동 주민센터 앞,0,0,37.50509644,127.0131073,0,서초구,반포1동
ST-927,2211. 서초구립반포도서관 앞,6,0,37.50263596,127.01231384,6,서초구,반포1동
ST-746,2212.서초현대4차아파트 201동 맞은편,4,8,37.50065231,127.01861572,12,서초구,서초4동
ST-747,2213. 고속터미널역 5번출구 앞,11,5,37.5022316,127.0022583,16,서초구,반포2동
ST-748,2214. 신반포역 2번출구 앞,29,8,37.50411606,126.99748993,37,서초구,반포2동
ST-928,2215. 반포종합운동장 입구,14,3,37.5017128,126.99547577,17,서초구,반포2동
ST-750,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",15,3,37.50619888,127.0039444,18,서초구,반포3동
ST-752,2221. 방일초교 마을버스 정류장,23,2,37.48561096,126.99468231,25,서초구,방배1동
ST-753,2222.사당역 12번출구 뒤,5,6,37.47806931,126.98203278,11,서초구,방배2동
ST-754,2223. 방배래미안 정문 앞,11,11,37.47261047,126.98300934,22,서초구,방배2동
ST-755,2225.백석예술대학교 제3캠퍼스 앞,0,0,37.4737587,126.99524689,0,서초구,방배3동
ST-756,2226. 신동아럭스빌아파트 앞,0,0,37.47518158,127.00138855,0,서초구,방배3동
ST-757,2227.방배열린문화센터 앞,6,4,37.48905182,126.99252319,10,서초구,방배본동
ST-758,2228.뒷벌공원 옆,8,1,37.48976898,126.986763,9,서초구,방배본동
ST-759,2229.로고스교회 맞은 편,12,5,37.48701096,126.98496246,17,서초구,방배본동
ST-760,2230.이수역 4번 출구,15,2,37.4858284,126.98262787,17,서초구,방배본동
ST-761,2231. 삼성타운(삼성생명) A동 맞은편,26,2,37.49691391,127.02496338,28,서초구,서초2동
ST-762,2233. 서초신동아1차아파트 옆,6,11,37.49111176,127.02295685,17,서초구,서초2동
ST-763,2235.KT 서초지사 앞,5,4,37.48215866,127.00270081,9,서초구,서초3동
ST-764,2237.서울남부터미널 대합실 입구,3,0,37.48455811,127.01486969,3,서초구,서초3동
ST-765,2239.교대역 6번출구,8,2,37.49421692,127.01378632,10,서초구,서초4동
ST-766,2241.양재전화국 사거리,1,0,37.48537827,127.04170227,1,강남구,도곡1동
ST-767,2242.양재역 11번 출구 앞,1,0,37.48398972,127.03417969,1,서초구,양재1동
ST-768,2243.서울가정법원,17,0,37.48149109,127.03672791,17,서초구,양재1동
ST-769,2244.교육개발원입구 교차로,16,4,37.47785187,127.03890991,20,서초구,양재1동
ST-770,2245.양재초등학교 맞은편,22,17,37.47361374,127.03050995,39,서초구,양재1동
ST-889,2246. 서울시 품질시험소 앞,18,4,37.46920013,127.02900696,22,서초구,양재1동
ST-771,2247.섬들근린공원,1,3,37.46263885,127.02661896,4,서초구,양재1동
ST-929,2248. 서초리슈빌S 글로벌 앞,0,0,37.45995331,127.02474213,0,서초구,양재1동
ST-880,2249. 우솔초등학교 맞은편,0,0,37.45623398,127.01934814,0,서초구,양재1동
ST-881,2250. 서초유치원 맞은편,0,0,37.4557991,127.01628876,0,서초구,양재1동
ST-781,2251. 더케이호텔 입구(양재2) ,23,1,37.46750641,127.03447723,24,서초구,양재2동
ST-890,2252. 잔디마을 마을버스 정류장,25,0,37.46332169,127.03604126,25,서초구,양재2동
ST-772,2255. 양재시민의숲역 1번출구,13,4,37.47016525,127.03862,17,서초구,양재2동
ST-773,2256.양재동 꽃시장 입구,11,2,37.46768951,127.0403595,13,서초구,양재2동
ST-774,2257. 청계산 입구 삼거리,14,2,37.46268845,127.04611206,16,서초구,양재2동
ST-775,2258.구룡사 삼거리,0,0,37.47153854,127.05059052,0,서초구,양재2동
ST-780,2259. 잠원역 3번-4번 출구사이 ,1,4,37.51298904,127.01117706,5,서초구,잠원동
ST-879,2263. 바우뫼문화복지회관,1,4,37.47192764,127.02684021,5,서초구,양재1동
ST-935,2264. 이수역 1번출구,9,2,37.48897171,126.98271942,11,서초구,방배본동
ST-949,2265. 이수고가차도 남단,8,3,37.49474335,126.98306274,11,서초구,방배4동
ST-1158,2266. 서초역 3번출구,15,5,37.49053955,127.00816345,20,서초구,서초3동
ST-1160,2268. 서초4동주민센터 ,5,0,37.50231934,127.0222702,5,서초구,서초4동
ST-1161,2269. 주홍교 하부,1,2,37.51034927,127.01605225,3,서초구,잠원동
ST-1162,2270. 서초포레스타 7단지,1,0,37.44896698,127.05773926,1,서초구,내곡동
ST-1163,2271. 내방역 8번출구 앞,0,3,37.48802185,126.99411774,3,서초구,방배본동
ST-1164,2272. 교대입구 교차로,0,0,37.4873085,127.01058197,0,서초구,서초3동
ST-1165,2273. 일동제약 사거리,6,1,37.47782898,127.03826904,7,서초구,양재1동
ST-1166,2274. 양재시민의숲역 3번출구,9,0,37.4692421,127.03982544,9,서초구,양재2동
ST-1167,2275. 염곡치안센터 건너편,0,0,37.46149445,127.04907227,0,서초구,양재2동
ST-1169,2277. 길마중4교 하부,12,11,37.51483917,127.01560211,23,서초구,잠원동
ST-1305,2279. 교대역 5번출구뒤,14,3,37.49361801,127.01418304,17,서초구,서초1동
ST-1306,2280. 서울서초고용센터앞,10,3,37.48416138,127.01097107,13,서초구,서초3동
ST-1307,2281. 연세사랑병원신관앞,0,1,37.47597885,126.98628235,1,서초구,방배3동
ST-1309,2283. 그룹한빌딩옆,8,2,37.48652649,126.98916626,10,서초구,방배본동
ST-1310,2284. CJ오쇼핑앞,6,2,37.4681015,126.98680115,8,서초구,방배2동
ST-1311,2285. LH서초3단지 301동 맞은편,1,1,37.45742416,127.02265167,2,서초구,양재1동
ST-1312,2286. 탑성마을입구,0,0,37.4585495,127.05588531,0,서초구,안골
ST-1313,2287. 능안마을입구,1,2,37.45561981,127.06710052,3,서초구,안골
ST-1314,2288. 안골마을입구,1,1,37.45560837,127.06445312,2,서초구,안골
ST-1315,2289. 남태령역 2번출구,5,1,37.46429825,126.98852539,6,서초구,방배2동
ST-1360,2293. SPC 앞,4,0,37.48479843,127.03699493,4,강남구,도곡1동
ST-1361,2294. 두상빌딩 앞,5,2,37.47590637,127.04624176,7,서초구,양재2동
ST-1404,2297. 남부터미널역 1번출구,2,0,37.485672,127.01592255,2,서초구,서초3동
ST-1406,2299. 한전아트센터 앞,1,0,37.48646927,127.02806091,1,서초구,서초2동
ST-777,2301. 현대고등학교 건너편,6,0,37.52407074,127.02178955,6,강남구,신사동
ST-787,2302. 교보타워 버스정류장(신논현역 3번출구 후면),2,0,37.5055809,127.02427673,2,강남구,논현1동
ST-788,2303. 논현역 10번출구,10,1,37.51137161,127.02146149,11,강남구,논현1동
ST-789,2304. 대현그린타워,15,0,37.5116272,127.03565216,15,강남구,논현2동
ST-790,2305. MCM 본사 직영점 앞,9,0,37.52064133,127.03450775,9,강남구,논현2동
ST-791,2306. 압구정역 2번 출구 옆,6,3,37.5271225,127.02871704,9,강남구,신사동
ST-792,2307. 압구정 한양 3차 아파트,1,1,37.52838135,127.03901672,2,강남구,압구정동
ST-793,2308. 압구정파출소 앞,7,4,37.52930069,127.03559875,11,강남구,압구정동
ST-783,2309. 청담역(우리들병원 앞),24,2,37.51890182,127.04938507,26,강남구,청담동
ST-794,2310. 청담동 맥도날드 옆(위치),4,1,37.52361298,127.04017639,5,강남구,청담동
ST-786,2311. 학동로 래미안 아파트 앞,1,0,37.51777267,127.04302216,1,강남구,청담동
ST-795,2312. 청담역 13번 출구 앞,11,5,37.52058029,127.05632782,16,강남구,청담동
ST-796,2313. 금원빌딩 앞,5,0,37.52511597,127.05246735,5,강남구,청담동
ST-798,2314. 청담나들목입구,12,5,37.52101517,127.06015015,17,청담동,학동로
ST-799,2315. 봉은사역 5번출구 옆,20,1,37.51424789,127.06111908,21,강남구,삼성1동
ST-784,2317. 삼성도로공원,7,0,37.51588821,127.06620026,7,강남구,삼성1동
ST-801,2318. 삼성중앙역4번출구(문화센터더 리빌),2,0,37.51357651,127.05503082,2,강남구,삼성1동
ST-802,2319. 포스코사거리 서측(수협 삼성동 지점),9,2,37.50660706,127.05467987,11,강남구,삼성2동
ST-803,2320. 도곡역 대치지구대 방향,7,3,37.4919281,127.05696869,10,강남구,대치1동
ST-804,2321. 학여울역 사거리,0,0,37.49611664,127.06944275,0,강남구,대치2동
ST-806,2323. 주식회사 오뚜기 정문 앞,16,1,37.50221252,127.06720734,17,강남구,대치2동
ST-807,2324. 천주교 대치 2동 교회 옆,6,2,37.50043869,127.06622314,8,강남구,대치2동
ST-808,2325. 대치삼성아파트 앞 교차로,0,1,37.4986496,127.05931854,1,강남구,대치1동
ST-809,2326. 대치동 삼성로,1,2,37.50239563,127.05879974,3,강남구,대치4동
ST-810,2327. 뱅뱅사거리 랜드마크타워 앞,25,5,37.49055099,127.03146362,30,강남구,역삼1동
ST-811,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,11,0,37.50321198,127.04273224,11,강남구,역삼1동
ST-812,2329. 르네상스호텔사거리 역삼지하보도 2번출구,0,0,37.50235748,127.04319,0,강남구,역삼2동
ST-813,2330. 역삼월드메르디앙아파트 앞,1,0,37.49219894,127.03945923,1,강남구,역삼1동
ST-814,2331. 동영문화센터앞,0,0,37.49805069,127.04460144,0,강남구,역삼2동
ST-815,2332. 선릉역3번출구,5,0,37.50400925,127.0490799,5,강남구,대치4동
ST-816,2333. 양재역 3번출구 주변,14,0,37.48515701,127.03407288,14,강남구,도곡1동
ST-817,2334. 삼호아파트 2동 ( 간선도로),1,0,37.49375916,127.04589844,1,강남구,도곡1동
ST-818,2335. 3호선 매봉역 3번출구앞,16,3,37.48676682,127.04676056,19,강남구,도곡1동
ST-819,2336. 강남세브란스교차로  래미안그레이튼 104동 앞,5,0,37.49423599,127.04746246,5,강남구,도곡2동
ST-782,2337. 대모산입구역 2번출구 앞,10,5,37.49207687,127.07197571,15,강남구,개포2동
ST-820,2339. 현대아파트 정문 앞,0,0,37.48326111,127.0522995,0,강남구,개포4동
ST-821,2340. 삼호물산버스정류장(23370) 옆,48,9,37.47750854,127.04517365,57,강남구,개포4동
ST-822,2341. 일원역 4~5번 출구 사이,0,0,37.4833107,127.08493805,0,강남구,일원본동
ST-823,2342. 대청역 1번출구  뒤,0,1,37.49400711,127.07951355,1,강남구,개포3동
ST-778,2343. 세곡사거리 대왕파출소 앞,15,1,37.46531677,127.10772705,16,강남구,세곡동
ST-779,2344. 리엔파크 2단지 앞,5,2,37.46506119,127.10119629,7,강남구,세곡동
ST-961,2347. 두산건설 본사,3,2,37.51863861,127.03540039,5,강남구,논현2동
ST-797,2348. 포스코사거리(기업은행),76,3,37.50723267,127.05685425,79,강남구,삼성1동
ST-959,2349. 역삼빌딩 앞(하나은행 옆),0,1,37.50154495,127.03856659,1,강남구,역삼1동
ST-960,2350. 래미안그레이튼102동앞,3,0,37.49482346,127.04790497,3,강남구,도곡2동
ST-937,2351. 청소년수련관(수영장)앞,0,0,37.48387909,127.0890274,0,강남구,일원본동
ST-962,2352. 서울본부세관(건설회관 앞),1,0,37.51758957,127.03502655,1,강남구,논현2동
ST-963,2353. 강남구청역 2번출구 뒤,10,0,37.51681137,127.04047394,10,강남구,논현2동
ST-953,2354. 청담역 2번출구,1,0,37.51978683,127.0567627,1,강남구,삼성1동
ST-954,2356. 강남구청,7,1,37.51807022,127.04711914,8,강남구,삼성2동
ST-966,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),0,0,37.50166321,127.04297638,0,강남구,역삼2동
ST-957,2358. 구룡초사거리 (현대아파트10동 앞 ),0,0,37.48138428,127.05391693,0,강남구,개포1동
ST-958,"2359. 국립국악중,고교 정문 맞은편",3,1,37.47560501,127.05037689,4,강남구,개포4동
ST-956,2360. 도곡1동 주민센터 교차로,0,2,37.4928093,127.04138947,2,강남구,도곡1동
ST-1171,2362. 신사동 가로수길 입구,15,0,37.51763535,127.02245331,15,강남구,신사동
ST-1172,2363. 강남 을지병원 교차로,5,1,37.51913834,127.02751923,6,강남구,논현1동
ST-1173,2364. 도산공원교차로,13,0,37.52124023,127.0318985,13,강남구,신사동
ST-1174,2365. K+ 타워 앞,16,1,37.52330017,127.03847504,17,강남구,신사동
ST-1177,2368. 도곡동 경남아파트 건너편,2,0,37.48934174,127.04129791,2,강남구,도곡1동
ST-1178,2369. KT선릉타워,15,2,37.50542831,127.0528717,17,강남구,대치4동
ST-1179,2370. 한티역 3번출구,4,2,37.49655151,127.0542984,6,강남구,대치1동
ST-1180,2371. 한국우편사업진흥원,14,0,37.51474762,127.03513336,14,강남구,논현2동
ST-1181,2372. 대치역 사거리,1,4,37.49449921,127.063797,5,강남구,대치2동
ST-1182,2373. 개포동역 사거리,1,2,37.48927689,127.06557465,3,강남구,개포2동
ST-1184,2375. 수서역 1번출구 앞,35,4,37.48735046,127.10099792,39,강남구,일원본동
ST-1185,2376. 수서역 6번출구 앞,15,5,37.48677826,127.10051727,20,강남구,수서동
ST-1186,2377. 수서역 5번출구,35,0,37.48735046,127.10232544,35,강남구,수서동
ST-1245,2380. 삼성동베이직하우스앞,0,1,37.51169586,127.04934692,1,강남구,삼성2동
ST-1246,2381. 언주역 6번출구앞,1,0,37.50636673,127.03452301,1,강남구,역삼1동
ST-1247,2382. 역삼동 sk뷰 501동앞,2,0,37.50122833,127.05036163,2,강남구,대치4동
ST-1248,2383. 보금자리정원,12,6,37.46632767,127.09488678,18,강남구,세곡동
ST-1364,2384. 자곡사거리,7,7,37.47602844,127.10594177,14,강남구,세곡동
ST-1365,2385. 학동역,2,3,37.51395035,127.03015137,5,강남구,논현1동
ST-1366,2386. 크린랩 본사,0,0,37.50958633,127.04090881,0,강남구,논현2동
ST-1407,2387. 래미안강남힐즈 사거리,3,8,37.47245407,127.09607697,11,강남구,세곡동
ST-1433,2388. 강남구 도시관리공단,3,0,37.51678467,127.05161285,3,강남구,삼성2동
ST-1559,2389. 경기여자고등학교 후문 (삼성로3길 입구),0,0,37.48616028,127.06723785,0,강남구,개포2동
ST-1560,2390. 구룡마을 입구 (래미안블레스티지 아파트),0,0,37.48088074,127.06304169,0,강남구,개포1동
ST-1561,2391. 구룡터널 입구(개포1단지아파트),0,1,37.47598648,127.05962372,1,강남구,개포1동
ST-1562,2392. 구룡산 입구 (구룡산 서울둘레길 입구),1,0,37.47447205,127.05545044,1,강남구,개포4동
ST-1563,2393. 구룡사 앞 교차로 (보도육교),0,0,37.47200012,127.0513382,0,강남구,개포4동
ST-1564,2394. 개포래미안포레스트아파트 107동 앞,1,0,37.48025131,127.05419159,1,강남구,개포4동
ST-1566,2396. 영동3교 북단(우성캐릭터 앞 보도),1,2,37.48574066,127.05104828,3,강남구,도곡2동
ST-1568,2398. 더라움,15,0,37.50811005,127.0394516,15,강남구,역삼1동
ST-1571,2401. 밀알학교 입구 (삼성서울병원 입구),3,2,37.48656082,127.08267212,5,강남구,일원본동
ST-1573,2403. 공무원연금매점 교차로 (개포주공9단지 입구),0,1,37.48871994,127.07453918,1,강남구,개포2동
ST-1574,2404. 대모산입구역 4번 출구 앞,2,1,37.49180984,127.07315826,3,강남구,개포3동
ST-1575,2405. 청담공원앞 교차로,13,1,37.51871109,127.05084991,14,강남구,삼성1동
ST-1576,2406. 논현동 광명빌딩 앞,13,3,37.5175705,127.02364349,16,강남구,논현1동
ST-1577,2407. 역삼서초삼성 세무서 앞 (역삼빌딩 앞),5,1,37.49847031,127.03011322,6,강남구,역삼1동
ST-1578,2408. 강남한양수자인아파트,1,0,37.4773407,127.11327362,1,강남구,세곡동
ST-1679,2409. 역삼동 디오슈페리움 (우성아파트 사거리),5,1,37.49206161,127.03074646,6,강남구,역삼1동
ST-1680,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),10,0,37.49959946,127.03375244,10,강남구,역삼1동
ST-1703,2411. 세곡동 성당,7,1,37.47296906,127.11222839,8,강남구,세곡동
ST-1704,2412. 일원1동 주민센터,3,0,37.49170303,127.08822632,3,강남구,일원1동
ST-1879,2413.도곡역 1번 출구,17,7,37.49095917,127.05498505,24,강남구,도곡2동
ST-1880,2414. 도곡역 아카데미스위트 앞,21,2,37.48897171,127.05182648,23,강남구,도곡2동
ST-1881,2415.한티역 롯데백화점 앞,1,0,37.49667358,127.05342865,1,강남구,대치4동
ST-1882,2416.한티역 6번 출구,3,0,37.4958992,127.05219269,3,강남구,도곡2동
ST-1883,"2417.선정릉 디캠프(D,CAMP)앞",0,0,37.50799942,127.04524994,0,강남구,역삼1동
ST-1884,2418.봉은사역 7번 출구 ,2,1,37.51393509,127.05982208,3,강남구,삼성1동
ST-1885,"2419.봉은사역 1,2번 출구 ",10,1,37.51430893,127.05970001,11,강남구,삼성1동
ST-1886,2420.학여울역 사거리(LG베스트샵 앞),3,11,37.49689484,127.07013702,14,강남구,대치2동
ST-1887,2421. 신논현역 4번출구,2,0,37.504673,127.02579498,2,강남구,역삼1동
ST-1888,2422.수서동 성당 맞은편,27,6,37.48416901,127.09484863,33,강남구,일원본동
ST-1889,2423.영희초교 사거리(래미안개포루체하임),3,13,37.4908371,127.08065033,16,강남구,개포3동
ST-1891,2425.세곡동 사거리(대왕초등학교 정류장),20,4,37.46461868,127.10684967,24,강남구,세곡동
ST-1892,2426.강남한신휴플러스 6단지,0,0,37.46829605,127.10469818,0,강남구,세곡동
ST-1893,2427.개포고등학교 정문앞,0,3,37.48485184,127.0583725,3,강남구,개포2동
ST-1895,2429.압구정로데오역 6번출구,1,1,37.52745438,127.04042816,2,강남구,신사동
ST-1896,2430.강남파이낸스센터앞(역삼역2번출구),0,0,37.50024414,127.03605652,0,강남구,역삼1동
ST-1897,2431.대치역 7번출구,1,4,37.49411774,127.06290436,5,강남구,대치1동
ST-1552,2501. 서초 포레스타5단지,0,0,37.45066071,127.05706024,0,서초구,안골
ST-1553,2502. 서초역1번출구 앞,3,0,37.49195099,127.00855255,3,서초구,서초3동
ST-1554,2503. 반포1동 서초빌딩 앞,2,0,37.50381088,127.0213623,2,서초구,서초4동
ST-1555,2504. 신사역 4번출구 뒤,3,1,37.51588058,127.01930237,4,서초구,잠원동
ST-1556,2505. 우성아파트사거리 (기업은행앞),28,3,37.49325943,127.02953339,31,서초구,서초2동
ST-1557,2506. LG유플러스 (방배사옥),3,4,37.47909164,126.99067688,7,서초구,방배2동
ST-1654,2508. 양재이스타빌 앞,19,2,37.48297882,127.04225922,21,서초구,양재1동
ST-1655,2509. 심산기념문화센터,20,0,37.49836349,126.9911499,20,서초구,반포4동
ST-1735,2510. JW타워,7,2,37.48303986,127.02146149,9,서초구,서초1동
ST-1739,2511. 이수역 6번출구 앞,1,1,37.48366165,126.98232269,2,서초구,방배2동
ST-1899,2514.사평역 2번출구,0,0,37.50364304,127.01602173,0,서초구,반포1동
ST-1900,2515.서초초등학교 후문,9,2,37.49892807,127.02472687,11,서초구,서초4동
ST-1901,2516.본마을 노인복지센터 앞,11,8,37.45441818,127.052742,19,서초구,내곡동
ST-1902,2517. 서초그랑자이 앞,1,0,37.48768234,127.0247879,1,서초구,서초2동
ST-1903,2518. 서초동 현대아파트 앞,3,2,37.48731613,127.02489471,5,서초구,서초2동
ST-1904,2519.서초2교(사임당로 방면),0,5,37.49100876,127.02352142,5,서초구,서초2동
ST-1905,2520.서초1교 (진흥아파트 방면),0,2,37.49593353,127.02177429,2,서초구,서초2동
ST-1906,2521.서초 크로바타워 앞,0,1,37.49556351,127.0191803,1,서초구,서초4동
ST-1908,2523.뉴코아 킴스클럽 앞,10,9,37.51019287,127.00725555,19,서초구,반포3동
ST-1909,2524.반포쇼핑타운 8동 앞,2,0,37.50735092,127.00801849,2,서초구,반포3동
ST-1910,2525.반포쇼핑타운 2동 앞,27,9,37.5056076,127.00215912,36,서초구,반포3동
ST-1914,2529.우리은행 방배동지점 앞,2,7,37.48991776,126.99208069,9,서초구,방배본동
ST-1915,2530.삼호3차아파트 앞,15,9,37.4977951,126.98706818,24,서초구,방배4동
ST-1916,2531.멤피스아파트 앞,11,8,37.49420547,126.98935699,19,서초구,방배4동
ST-1917,2532.국립국악원 앞,11,5,37.47820282,127.00878143,16,서초구,서초3동
ST-1918,2533.한가람미술관 앞,3,2,37.48087692,127.01452637,5,서초구,서초3동
ST-1920,2535.신반포역 3번출구 뒤,7,3,37.50362396,126.99732208,10,서초구,반포2동
ST-1921,2536.서초종합체육관 입구,4,1,37.45899582,127.0413208,5,서초구,양재2동
ST-1922,2537.양재역 8번출구 앞,0,0,37.48257065,127.03643799,0,서초구,양재1동
ST-1923,2538.사평리근린공원,0,4,37.52026749,127.01525116,4,서초구,잠원동
ST-2404,2539.대한무역투자진흥공사 KOTRA 앞,42,0,37.46540833,127.04377747,42,서초구,내곡동
ST-1924,2540.반포천 앞,10,4,37.49905014,126.99625397,14,서초구,반포4동
ST-1925,2541.옛골 입구,0,0,37.43097687,127.07033539,0,서초구,양재2동
ST-1926,2542.신논현타워 앞,2,0,37.50508881,127.02391052,2,서초구,반포1동
ST-1929,2545.국립중앙도서관(국제회의장옆),17,1,37.49721146,127.00427246,18,서초구,반포4동
ST-2414,2547. 반포래미안 리오센트,0,8,37.51832199,127.01480865,8,서초구,잠원동
ST-2415,2548.반포1동 자율방범초소 옆,9,2,37.50847626,127.01676178,11,서초구,반포1동
ST-2416,2549.LH 서초 4단지 403동,0,3,37.45924759,127.02390289,3,서초구,양재1동
ST-2417,2550.양재동 꽃시장 건너편,16,11,37.46738434,127.04145813,27,서초구,양재2동
ST-1590,2601. 석촌호수 아뜰리에,0,0,37.5067482,127.09883118,0,송파구,잠실3동
ST-1592,2603. 송파 글마루 도서관,3,0,37.48095322,127.13010406,3,송파구,장지동
ST-1627,2604. 풍납토성 서성벽터A,20,1,37.53131104,127.11128235,21,송파구,풍납2동
ST-1656,2605. 복정역 1번 출구 앞,43,5,37.47129822,127.12709045,48,송파구,위례동
ST-1657,2606. 위례동주민센터 맞은편 근린공원,16,9,37.48173904,127.14322662,25,송파구,위례동
ST-1681,2608. 송파구청,78,4,37.5150528,127.10626984,82,송파구,잠실6동
ST-1682,2609. 보성중고등학교 후문 앞,6,0,37.52048874,127.1352005,6,강동구,둔촌1동
ST-1684,2611. 송파지역자활센터 뒤,2,0,37.53641891,127.11616516,2,송파구,풍납1동
ST-1685,2612. 문정·가락 대여소 앞,5,0,37.48871994,127.10982513,5,송파구,문정2동
ST-1705,2613. 잠실나들목,2,3,37.51678085,127.09049225,5,송파구,잠실2동
ST-1706,2614. 가락고등학교 앞,0,0,37.50186157,127.11723328,0,송파구,송파2동
ST-1707,2615. 테라타워2,30,0,37.48834991,127.12078094,30,송파구,문정2동
ST-1716,2616. 거여동 사거리,1,0,37.49704742,127.14035034,1,송파구,거여1동
ST-1717,2617. 가락삼환아파트 앞,0,0,37.49618149,127.13803101,0,송파구,가락2동
ST-1728,2618. 삼전역 1번출구,1,0,37.50471115,127.08756256,1,송파구,잠실본동
ST-1729,2619. 석촌고분역 4번출구,2,0,37.50233841,127.09644318,2,송파구,잠실본동
ST-1730,2620. 송파나루역 4번 출구옆,0,2,37.50997925,127.11231232,2,송파구,송파1동
ST-1719,2621. 한성백제역 2번 출구,0,1,37.51665878,127.11625671,1,송파구,오륜동
ST-1720,2622. 올림픽공원역 3번출구,27,2,37.51625824,127.13059235,29,송파구,오륜동
ST-1851,2623.석촌동 주민센터,0,0,37.50362396,127.10355377,0,송파구,석촌동
ST-1852,2625.가락종합 사회복지관,21,1,37.4955368,127.10720062,22,송파구,가락1동
ST-1853,"2626.경찰병원역 1,2번 출구 사이",4,0,37.49569321,127.12385559,4,송파구,가락본동
ST-1854,2627.문정시영아파트 5동 앞 공원,3,0,37.4911232,127.13510895,3,송파구,거여1동
ST-1855,2628.문정역 1번출구,55,10,37.48669815,127.12244415,65,송파구,문정1동
ST-1857,2630.서울방이동 고분군,0,0,37.50786591,127.11698914,0,송파구,방이1동
ST-1858,2631.배명고등학교,9,3,37.49741364,127.09630585,12,송파구,삼전동
ST-1859,2632.석촌고분역 2번 출구,2,0,37.50264359,127.09739685,2,송파구,석촌동
ST-1860,2633.송파학사 옆,3,1,37.47817993,127.14710236,4,송파구,위례동
ST-1861,2634.위례포레샤인아파트 2318동,10,5,37.477211,127.13717651,15,송파구,위례동
ST-1862,2635.잠실새내역 1번출구,23,0,37.51129532,127.08673859,23,송파구,잠실3동
ST-1864,2637. 아시아지하보도 14번 출구,8,0,37.51146317,127.07881165,8,송파구,잠실본동
ST-1866,2639.석촌역 8번출구,3,1,37.50550461,127.10657501,4,송파구,석촌동
ST-1793,2641.송파역 4번출구,3,19,37.50004959,127.11151123,22,송파구,가락1동
ST-1794,2642.마천동 성내천 쉼터,3,6,37.50149536,127.14778137,9,송파구,마천2동
ST-1795,2643.풍납중학교 측면,5,0,37.52515793,127.11694336,5,송파구,풍납2동
ST-1796,2644. 성내5교,6,3,37.50166702,127.13774109,9,송파구,거여1동
ST-1797,2645.잠실나들목2(엘스아파트136동),1,1,37.51621246,127.08434296,2,송파구,잠실2동
ST-1867,2646.레이크펠리스101동앞,1,7,37.50775909,127.09129333,8,송파구,잠실3동
ST-1868,2647.잠실 자전거 수리센터 앞,13,3,37.51100922,127.10114288,16,송파구,잠실3동
ST-1869,2648.헬리오시티 112동 앞,0,0,37.49469757,127.10464478,0,송파구,가락1동
ST-1870,2649.오금공원사거리2,0,2,37.50544357,127.13233185,2,송파구,오금동
ST-1871,2650.위례22단지 2208동 다리앞,13,6,37.47854996,127.13813782,19,송파구,위례동
ST-1872,2651.경찰병원역 3번출구 앞,10,1,37.49612427,127.12480164,11,송파구,가락2동
ST-1873,2652.송파 레미니스1단지 102동 앞,2,0,37.50883102,127.13426208,2,송파구,오금동
ST-1874,2653.올림픽공원사거리(선수촌아파트),12,0,37.51202011,127.12864685,12,송파구,오륜동
ST-1875,2654.올림픽선수촌아파트 136동 앞,0,0,37.50997543,127.13369751,0,송파구,오륜동
ST-1876,2655.송이공원,0,0,37.50057983,127.11884308,0,송파구,송파2동
ST-1878,2656.풍납동 아이파크 107동 앞,0,0,37.52480316,127.11463928,0,송파구,풍납2동
ST-1877,2657.송파 파인타운 11단지 ,2,0,37.47916031,127.13219452,2,송파구,장지동
ST-2409,2658.가락몰 업무동,3,0,37.49535751,127.11569214,3,송파구,문정2동
ST-2410,2659.서울친환경유통센터,0,0,37.49416733,127.10453033,0,송파구,가락1동
ST-1718,2701. 마곡나루역 5번출구 뒤편,1,0,37.56520081,126.82731628,1,강서구,가양1동
ST-1727,2702. 마곡 엠밸리2단지,17,3,37.56917953,126.81944275,20,강서구,방화1동
ST-2018,2703.서울도시가스 앞 ,24,0,37.54748535,126.87202454,24,강서구,염창동
ST-2020,2704.홈플러스(강서점),53,0,37.55852127,126.85401154,53,강서구,등촌1동
ST-2022,2706.강서공업고등학교 앞,0,0,37.57631683,126.8164978,0,강서구,방화3동
ST-2023,2707.한강아파트,1,0,37.57036972,126.84441376,1,강서구,가양1동
ST-2024,2708.강서한강자이타워 앞,58,2,37.56468201,126.84890747,60,강서구,가양1동
ST-2025,2709.강변아파트 310동 앞,13,0,37.56458664,126.85691833,13,강서구,가양2동
ST-2026,2710.라이품 공영주차장 앞,35,1,37.57131958,126.84166718,36,강서구,가양1동
